# Construct											
#OTU ID	W1	F1	F2	W2	taxonomy						
Otu5829	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	
Otu3223	1	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales			
Otu6728	2	0	0	2	Bacteria	 Proteobacteria					
Otu6729	28	7	5	6	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4401	0	0	0	0	Bacteria	 Chloroflexi					
Otu4400	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	 Pedobacter_daechungensis
Otu4403	0	1	1	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu4402	0	10	5	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4405	0	0	0	0	Bacteria						
Otu4404	0	3	1	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu4407	1	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu2831	1	1	2	3	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Faecalibacterium	 Faecalibacterium_prausnitzii
Otu5077	0	0	0	0	Bacteria						
Otu5076	0	0	0	0	Bacteria	 Proteobacteria					
Otu5075	0	0	2	1	Bacteria						
Otu5074	0	0	0	0	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 bacterium_Ellin5102
Otu5073	0	0	0	1	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Sphingomonadales	 Sphingomonadaceae	 Sphingobium	 Sphingobium_aromaticiconvertens
Otu5072	0	1	4	2	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu5071	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu5070	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Coxiellaceae	 Aquicella	 Aquicella_siphonis
Otu8290	0	0	2	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu8291	0	0	0	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu8292	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Neochlamydia	 Neochlamydia_hartmannellae
Otu8293	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptostreptococcaceae	 Terrisporobacter	 Terrisporobacter_glycolicus
Otu8294	6	2	6	9	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu8295	4	0	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5079	1	1	0	0	Bacteria	 Verrucomicrobia	 Opitutae	 Opitutales	 Opitutaceae	 Opitutus	 Opitutus_terrae
Otu5078	0	0	0	0	Bacteria	 Chloroflexi					
Otu4470	1	0	0	0	Bacteria	 Proteobacteria					
Otu4471	0	0	0	0	Bacteria						
Otu4472	3	3	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_chartarius
Otu4473	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	
Otu4474	3	2	2	2	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu4475	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu4476	0	0	0	0	Bacteria	 Chloroflexi					
Otu4477	0	0	0	0	Bacteria						
Otu4478	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu4479	0	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Parachlamydia	 Parachlamydia_acanthamoebae
Otu2869	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2868	0	2	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu8034	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu8035	1	0	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Labilitrichaceae	 Labilithrix	 Labilithrix_luteola
Otu8036	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Chitinophaga	
Otu8037	0	0	0	0	Bacteria						
Otu2739	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	 TM7_phylum
Otu2738	1	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7929	0	0	0	0	Bacteria						
Otu7928	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio_bacteriovorus
Otu2735	0	0	0	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu2734	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	 Flavobacterium_hauense
Otu2737	2	0	2	2	Bacteria						
Otu2736	0	1	0	0	Bacteria	 Chloroflexi					
Otu2731	0	2	1	0	Bacteria						
Otu2730	1	3	0	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Phaselicystidaceae	 Phaselicystis	 Phaselicystis_flava
Otu2733	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Rhodocytophaga	 Rhodocytophaga_aerolata
Otu2732	0	3	1	0	Bacteria						
Otu426	46	29	21	40	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae	 Rhodopila	 Rhodopila_globiformis
Otu427	5	1	3	5	Bacteria						
Otu424	20	25	19	11	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu425	0	22	18	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Geodermatophilaceae		
Otu1189	26	1	0	20	Bacteria						
Otu1188	4	1	3	1	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu1187	0	0	1	0	Bacteria						
Otu1186	1	0	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1185	0	2	0	0	Bacteria						
Otu1184	0	3	9	1	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu1183	0	9	4	0	Bacteria	 Acidobacteria					
Otu1182	1	0	0	3	Bacteria						
Otu1181	0	2	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu1180	5	1	2	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micromonosporaceae	 Rhizocola	 Rhizocola_hellebori
Otu352	19	98	101	21	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu2069	0	2	0	0	Bacteria						
Otu421	10	20	21	10	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	
Otu7588	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Legionellales	 Legionellaceae	 Legionella	
Otu7585	0	0	0	0	Bacteria						
Otu7584	0	0	1	0	Bacteria	 Chloroflexi	 Chloroflexia	 Kallotenuales	 Kallotenuaceae	 Kallotenue	 Kallotenue_papyrolyticum
Otu7587	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu4294	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu4295	0	1	5	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu4296	0	0	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu4297	2	0	0	1	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu4290	0	1	3	0	Bacteria						
Otu4291	0	0	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4292	1	0	1	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu4293	0	0	0	0	Bacteria						
Otu7581	1	1	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Gemmata	 Gemmata_obscuriglobus
Otu4298	0	1	0	0	Bacteria						
Otu4299	1	0	0	1	Bacteria						
Otu7580	0	0	1	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu7583	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_chartarius
Otu7582	0	0	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales			
Otu1584	15	0	0	15	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Edaphobacter	 Edaphobacter_modestus
Otu3028	0	1	0	0	Bacteria	 Armatimonadetes	 Armatimonadia	 Armatimonadales	 Armatimonadaceae	 Armatimonas	
Otu3029	0	1	1	1	Bacteria	 Verrucomicrobia	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 bacterium_Ellin5102
Otu3026	0	1	3	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Pseudonocardiaceae	 Pseudonocardia	 Pseudonocardia_rhizophila
Otu3027	3	0	1	5	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 Jahnella	 Jahnella_thaxteri
Otu3024	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu3025	0	0	0	0	Bacteria	 Bacteroidetes					
Otu3022	5	1	0	0	Bacteria	 Latescibacteria	 Unclassified	 Unclassified	 Unclassified	 Latescibacteria	
Otu3023	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	
Otu3020	1	0	0	2	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu3021	0	4	1	0	Bacteria	 BRC1	 Unclassified	 Unclassified	 Unclassified	 BRC1	
Otu6296	0	0	0	0	Bacteria						
Otu6297	0	0	0	0	Bacteria	 Chloroflexi	 Chloroflexia	 Chloroflexales	 Oscillochloridaceae	 Oscillochloris	 Oscillochloris_trichoides
Otu6294	0	1	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu6295	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu6292	0	0	0	0	Bacteria	 Proteobacteria					
Otu6293	6	1	0	1	Bacteria	 Unclassified	 Unclassified	 Unclassified	 Unclassified	 WPS_2	
Otu6290	10	0	0	10	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu6291	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4				
Otu6298	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu6299	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Pseudoxanthomonas	 Pseudoxanthomonas_mexicana
Otu3123	3	0	0	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Syntrophobacterales			
Otu3122	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Cnuella	 Cnuella_takakiae
Otu3121	0	0	0	0	Bacteria						
Otu3120	0	1	2	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Thermomonosporaceae	 Actinomadura	
Otu3127	4	0	0	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp3				
Otu3126	2	6	3	2	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae		
Otu3125	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu3124	6	5	1	2	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Rhizobium	
Otu3129	1	0	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Flavonifractor	 Flavonifractor_plautii
Otu3128	9	0	0	4	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu808	0	2	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu809	0	0	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu810	3	20	38	3	Bacteria	 Latescibacteria	 Unclassified	 Unclassified	 Unclassified	 Latescibacteria	
Otu5508	0	0	0	0	Bacteria	 Verrucomicrobia					
Otu1745	0	3	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Thermosporotrichaceae	 Thermosporothrix	 Thermosporothrix_hazakensis
Otu1744	4	1	1	2	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu1747	2	2	1	0	Bacteria						
Otu1746	1	0	1	0	Bacteria						
Otu1741	31	12	6	55	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Variovorax	 Variovorax_ginsengisoli
Otu1740	1	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae	 Parachlamydia	 Parachlamydia_acanthamoebae
Otu1743	0	1	1	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu1742	0	1	7	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu1749	0	5	2	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu1748	0	5	3	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2292	4	16	9	3	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu2293	0	2	1	2	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu2290	10	20	16	4	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu2291	1	0	0	0	Bacteria						
Otu2296	4	0	0	6	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Cytophagaceae	 Adhaeribacter	 Adhaeribacter_terreus
Otu2297	0	2	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu2294	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu2295	7	0	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu2298	0	1	1	0	Bacteria	 Proteobacteria					
Otu2299	0	2	6	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp22	 Unclassified	 Unclassified	 Gp22	
Otu814	2	7	6	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	 Paenibacillus_camelliae
Otu5718	0	2	0	0	Bacteria						
Otu5719	3	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Labilitrichaceae	 Labilithrix	 Labilithrix_luteola
Otu5248	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Bdellovibrio	 Bdellovibrio_bacteriovorus
Otu5249	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Ferrovales	 Ferrovaceae	 Ferrovum	 Ferrovum_myxofaciens
Otu5244	0	2	0	0	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Prevotellaceae	 Prevotella	
Otu5245	10	0	0	0	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales			
Otu5246	0	0	1	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu5247	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu5240	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Saprospiraceae	 Haliscomenobacter	 Haliscomenobacter_hydrossis
Otu5241	2	6	2	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	
Otu5242	1	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae		
Otu5243	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu1408	0	3	4	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu1409	5	5	4	3	Bacteria						
Otu1402	0	12	12	0	Bacteria	 Thermotogae	 Thermotogae				
Otu1403	0	5	3	0	Bacteria						
Otu1400	0	2	0	1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
Otu1401	9	8	16	2	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu1406	24	0	0	27	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu1407	0	4	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1404	0	10	7	0	Bacteria	 Verrucomicrobia					
Otu1405	2	0	2	4	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae	 Megasphaera	 Megasphaera_indica
Otu4049	0	2	7	1	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Tumebacillus	 Tumebacillus_permanentifrigoris
Otu4048	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae		
Otu4599	3	0	0	1	Bacteria	 Chlamydiae	 Chlamydiia	 Chlamydiales	 Parachlamydiaceae		
Otu4598	1	0	0	1	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Singulisphaera	
Otu4593	1	0	0	0	Bacteria	 Verrucomicrobia	 Verrucomicrobiae	 Verrucomicrobiales	 Verrucomicrobiaceae		
Otu4592	2	0	0	3	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu4591	24	15	36	13	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu4590	0	2	1	0	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu4597	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria				
Otu4596	0	2	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Xanthomonadaceae	 Lysobacter	
Otu4595	0	0	0	1	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	 agricultural_soil
Otu4594	3	0	0	1	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	
Otu6854	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae_2		
Otu6855	0	1	5	0	Bacteria						
Otu6856	1	0	1	0	Archaea	 Euryarchaeota	 Thermoplasmata	 Methanomassiliicoccales	 Methanomassiliicoccaceae	 Methanomassiliicoccus	 Methanomassiliicoccus_luminyensis
Otu6579	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu6578	3	3	4	0	Bacteria						
Otu6573	0	1	0	2	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu6572	0	0	1	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu6571	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu6570	2	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp1	 Unclassified	 Unclassified	 Gp1	
Otu6577	0	0	0	0	Bacteria						
Otu6188	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu6575	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu6574	12	0	0	1	Bacteria						
Otu4625	0	0	1	0	Bacteria						
Otu4624	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae		
Otu4627	0	0	1	0	Bacteria	 Verrucomicrobia					
Otu4626	2	1	1	1	Bacteria	 Actinobacteria	 Actinobacteria				
Otu4621	0	0	0	0	Bacteria						
Otu4620	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Sandaracinaceae	 Sandaracinus	 Sandaracinus_amylolyticus
Otu4623	0	0	0	0	Bacteria						
Otu4622	0	0	0	0	Bacteria						
Otu6853	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu4629	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae	 Oscillibacter	
Otu4628	0	0	0	0	Bacteria						
Otu8183	0	2	2	0	Bacteria						
Otu8184	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu329	111	47	36	72	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Pedomicrobium	 Pedomicrobium_manganicum
Otu328	2	11	10	2	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu499	1	5	1	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Rhizobiaceae	 Kaistia	 Kaistia_defluvii
Otu498	3	19	27	12	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu325	11	14	14	7	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu324	14	17	20	17	Bacteria	 Acidobacteria	 Acidobacteria_Gp7	 Unclassified	 Unclassified	 Gp7	
Otu327	0	0	5	1	Bacteria	 Actinobacteria	 Actinobacteria				
Otu326	3	3	8	1	Bacteria						
Otu321	17	15	20	11	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu320	14	11	13	15	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu323	5	29	23	14	Bacteria	 Acidobacteria	 Acidobacteria_Gp16	 Unclassified	 Unclassified	 Gp16	
Otu322	0	9	21	1	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu4324	0	2	7	3	Bacteria						
Otu149	40	62	53	52	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu148	39	15	10	41	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu141	0	5	2	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu140	23	26	29	20	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu143	37	0	2	43	Bacteria						
Otu142	0	22	25	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
Otu145	2	25	26	2	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Ramlibacter	
Otu144	20	30	46	42	Bacteria	 Proteobacteria	 Betaproteobacteria	 Rhodocyclales	 Rhodocyclaceae		
Otu147	21	10	8	19	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Mycobacteriaceae	 Mycobacterium	
Otu146	3	2	2	2	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Xanthomonadales	 Sinobacteraceae	 Povalibacter	 Povalibacter_uvarum
Otu2502	0	1	3	0	Bacteria						
Otu2503	1	3	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu2500	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Terrimonas	 Terrimonas_lutea
Otu2501	8	0	1	4	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu2506	0	2	1	0	Bacteria						
Otu2507	0	1	6	0	Bacteria	 Chloroflexi	 Thermomicrobia				
Otu2504	0	5	3	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu2505	0	1	0	0	Bacteria						
Otu4325	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Gallionellales	 Gallionellaceae	 Sideroxydans	 Sideroxydans_lithotrophicus
Otu2509	0	2	7	0	Bacteria						
Otu5879	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Aerococcaceae	 Facklamia	 Facklamia_hominis
Otu5878	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales			
Otu5877	0	0	1	0	Bacteria						
Otu5876	0	1	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5875	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Alicyclobacillaceae	 Effusibacillus	 Effusibacillus_consociatus
Otu5874	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Myxococcaceae		
Otu5873	0	1	1	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu5872	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5871	1	1	0	0	Bacteria						
Otu5870	1	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu6999	0	2	0	0	Bacteria						
Otu6998	0	2	1	0	Bacteria	 Proteobacteria					
Otu4326	0	1	1	0	Bacteria	 Verrucomicrobia					
